repo_id,instruction_file,reference_type,raw_reference,raw_text,resolved_path,exists_in_head,used_for_scope,extraction_rule,confidence,parser_version
apache/airflow,CLAUDE.md,include_directive,AGENTS.md,AGENTS.md,AGENTS.md,True,True,include_directive,high,v2
apache/airflow,CLAUDE.md,markdown_link,[ADR 0017](dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md),[ADR 0017](dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md),dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,True,True,markdown_link,medium,v2
apache/airflow,CLAUDE.md,code_span,scripts/tools/setup_breeze,scripts/tools/setup_breeze,scripts/tools/setup_breeze,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,code_span,dev/breeze,dev/breeze,dev/breeze/,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,explicit_path,scripts/tools/setup_breeze,scripts/tools/setup_breeze,scripts/tools/setup_breeze,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,explicit_path,dev/breeze,dev/breeze,dev/breeze/,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,explicit_path,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,directory_mention,dev,dev,dev/,True,True,common_directory_name,medium,v2
apache/airflow,CLAUDE.md,code_span,dev/,dev/,dev/,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,code_span,airflow-core,airflow-core,airflow-core/,True,False,code_span,low,v2
apache/airflow,CLAUDE.md,code_span,providers/amazon,providers/amazon,providers/amazon/,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,explicit_path,providers/amazon,providers/amazon,providers/amazon/,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,code_span,airflow-ctl-tests,airflow-ctl-tests,airflow-ctl-tests/,True,False,code_span,low,v2
apache/airflow,CLAUDE.md,explicit_path,scripts/tests/,scripts/tests/,scripts/tests/,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,code_span,uv.lock,uv.lock,uv.lock,True,False,code_span,low,v2
apache/airflow,CLAUDE.md,code_span,dev,dev,dev/,True,False,code_span,low,v2
apache/airflow,CLAUDE.md,directory_mention,docs,docs,docs/,True,True,common_directory_name,medium,v2
apache/airflow,CLAUDE.md,config_file,pyproject.toml,pyproject.toml,pyproject.toml,True,True,known_config_filename,high,v2
apache/airflow,CLAUDE.md,code_span,airflow-core/src/airflow/,airflow-core/src/airflow/,airflow-core/src/airflow/,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,explicit_path,airflow-core/src/airflow/,airflow-core/src/airflow/,airflow-core/src/airflow/,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,code_span,task-sdk/,task-sdk/,task-sdk/,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,code_span,providers/,providers/,providers/,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,code_span,pyproject.toml,pyproject.toml,pyproject.toml,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,code_span,airflow-ctl/,airflow-ctl/,airflow-ctl/,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,code_span,chart/,chart/,chart/,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,code_span,dev/,dev/,dev/,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,code_span,scripts/,scripts/,scripts/,True,True,scope_section:code_span,high,v2
apache/airflow,CLAUDE.md,code_span,uv.lock,uv.lock,uv.lock,True,False,scope_section:code_span,low,v2
apache/airflow,CLAUDE.md,code_span,shared,shared,shared/,True,False,scope_section:code_span,low,v2
apache/airflow,CLAUDE.md,markdown_link,[`airflow-core/docs/security/security_model.rst`](airflow-core/docs/security/security_model.rst),[`airflow-core/docs/security/security_model.rst`](airflow-core/docs/security/security_model.rst),airflow-core/docs/security/security_model.rst,True,True,markdown_link,medium,v2
apache/airflow,CLAUDE.md,code_span,airflow-core/docs/security/security_model.rst,airflow-core/docs/security/security_model.rst,airflow-core/docs/security/security_model.rst,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,explicit_path,airflow-core/docs/security/security_model.rst,airflow-core/docs/security/security_model.rst,airflow-core/docs/security/security_model.rst,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,markdown_link,[`airflow-core/docs/security/jwt_token_authentication.rst`](airflow-core/docs/security/jwt_token_authentication.rst),[`airflow-core/docs/security/jwt_token_authentication.rst`](airflow-core/docs/security/jwt_token_authentication.rst),airflow-core/docs/security/jwt_token_authentication.rst,True,True,markdown_link,medium,v2
apache/airflow,CLAUDE.md,code_span,airflow-core/docs/security/jwt_token_authentication.rst,airflow-core/docs/security/jwt_token_authentication.rst,airflow-core/docs/security/jwt_token_authentication.rst,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,explicit_path,airflow-core/docs/security/jwt_token_authentication.rst,airflow-core/docs/security/jwt_token_authentication.rst,airflow-core/docs/security/jwt_token_authentication.rst,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,code_span,shared,shared,shared/,True,False,code_span,low,v2
apache/airflow,CLAUDE.md,code_span,task-sdk,task-sdk,task-sdk/,True,False,code_span,low,v2
apache/airflow,CLAUDE.md,code_span,airflow-core/src/airflow/utils/db_cleanup.py,airflow-core/src/airflow/utils/db_cleanup.py,airflow-core/src/airflow/utils/db_cleanup.py,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,explicit_path,airflow-core/src/airflow/utils/db_cleanup.py,airflow-core/src/airflow/utils/db_cleanup.py,airflow-core/src/airflow/utils/db_cleanup.py,True,True,explicit_path,high,v2
apache/airflow,CLAUDE.md,markdown_link,[`dev/breeze/doc/ci/04_selective_checks.md`](dev/breeze/doc/ci/04_selective_checks.md),[`dev/breeze/doc/ci/04_selective_checks.md`](dev/breeze/doc/ci/04_selective_checks.md),dev/breeze/doc/ci/04_selective_checks.md,True,True,markdown_link,medium,v2
apache/airflow,CLAUDE.md,code_span,dev/breeze/src/airflow_breeze/utils/selective_checks.py,dev/breeze/src/airflow_breeze/utils/selective_checks.py,dev/breeze/src/airflow_breeze/utils/selective_checks.py,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,code_span,dev/breeze/doc/ci/04_selective_checks.md,dev/breeze/doc/ci/04_selective_checks.md,dev/breeze/doc/ci/04_selective_checks.md,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,code_span,dev/breeze/tests/test_selective_checks.py,dev/breeze/tests/test_selective_checks.py,dev/breeze/tests/test_selective_checks.py,True,True,code_span,medium,v2
apache/airflow,CLAUDE.md,explicit_path,dev/breeze/src/airflow_breeze/utils/selective_checks.py,dev/breeze/src/airflow_breeze/utils/selective_checks.py,dev/breeze/src/airflow_breeze/utils/selective_checks.py,True,True,explicit_path,high,v2
